party,venue,account_name,account_type,asset,amount,amount_usd,conv_rate,amount_old,amount_usd_old,conv_rate_old,diff
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,DOT,0.0,0.0,0.0,1000.0,16971.088231725,16.971088231725,-1000.0
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,ETH,615.6884051,1919047.958827988,3116.91424254822,1784.26896558,4572999.405774997,2562.95406914085,-1168.58056048
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,FTM,0.0,0.0,0.0,33655.0,44800.43906764656,1.33116740655613,-33655.0
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,LUNA,51.36,4108.102721985307,79.9864237146672,80.31106039,6846.867520600609,85.2543533524699,-28.951060389999995
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,MANA,0.0,0.0,0.0,69696.0,166213.519281856,2.38483584828191,-69696.0
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,SAND,0.0,0.0,0.0,1790.0,5047.670559095015,2.81992768664526,-1790.0
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,SOL,0.0,0.0,0.0,11.49272,943.4526708557624,82.0913300642287,-11.49272
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,USDT,885070.0304,885365.8124241838,1.00033419053185,885972.19065482,886085.7721861006,1.00012819988311,-902.1602548199007
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MARGIN,BNB,0.0,0.0,0.0,-0.12076247,-46.16138482350064,382.24942586468,0.12076247
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MARGIN,BTC,0.0,0.0,0.0,10.05,387702.02580293664,38577.3160002922,-10.05
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.MARGIN,BUSD,691928.35835041,691961.369749701,1.0000477092735,0.35835041,0.3583154250504379,0.999902372235148,691928.0
BINANCE,BINANCE,fasanara@hiddenroad.com,AccountType.UMFUTURE,USDT,7537368.37958451,7539887.296732032,1.00033419053185,4542300.75047481,4542883.072900071,1.00012819988311,2995067.6291097
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.MAIN,BTC,13.47850237,561994.3267867726,41695.6061852718,3.31966486,128063.76031928578,38577.3160002922,10.15883751
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.MAIN,ETH,0.99646944,3105.909789800049,3116.91424254822,1.39026944,3563.196718450171,2562.95406914085,-0.39379999999999993
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.MAIN,USDT,449333.84511767,449484.008234348,1.00033419053185,802720.33792347,802823.2465769617,1.00012819988311,-353386.49280579994
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.UMFUTURE,USDT,634854.42513574,635066.5874737233,1.00033419053185,651029.72131667,651113.1832508439,1.00012819988311,-16175.296180929989
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,AUD,0.0,0.0,0.0,0.03956767,0.0,0.0,-0.03956767
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,BUSD,0.0,0.0,0.0,0.37515458,0.3751179544968806,0.999902372235148,-0.37515458
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,ETH,0.0,0.0,0.0,7.64e-06,0.019580969088236,2562.95406914085,-7.64e-06
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,EUR,0.0,0.0,0.0,0.05263637,0.0573802109687867,1.09012477434874,-0.05263637
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,GBP,0.0,0.0,0.0,0.03490299,0.0457387525932389,1.31045370592144,-0.03490299
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,SOL,0.0,0.0,0.0,0.0051544,0.4231315516830604,82.0913300642287,-0.0051544
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,USDC,0.0,0.0,0.0,0.50563018,0.5054931810141274,0.999729052989138,-0.50563018
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,USDT,0.0,0.0,0.0,70273.33473646,70282.34376975897,1.00012819988311,-70273.33473646
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.MAIN,XRP,0.0,0.0,0.0,36468.6116,26211.422506304207,0.718739248803873,-36468.6116
BINANCE,BINANCE,hrp1019511449@hiddenroad.com,AccountType.UMFUTURE,USDT,0.0,0.0,0.0,63773.6854387,63781.86121771873,1.00012819988311,-63773.6854387
BINANCE,BINANCE,hrp1561045139@hiddenroad.com,AccountType.MAIN,BTC,0.0,0.0,0.0,9e-06,0.3471958440026298,38577.3160002922,-9e-06
BINANCE,BINANCE,hrp1561045139@hiddenroad.com,AccountType.MAIN,USDC,0.0,0.0,0.0,999.14667428,998.875958475191,0.999729052989138,-999.14667428
BINANCE,BINANCE,hrp3545551966@hiddenroad.com,AccountType.MAIN,BTC,0.0,0.0,0.0,0.06,2314.638960017532,38577.3160002922,-0.06
BINANCE,BINANCE,hrp3545551966@hiddenroad.com,AccountType.MAIN,ETH,0.0,0.0,0.0,0.2541,651.2466289686901,2562.95406914085,-0.2541
BINANCE,BINANCE,hrp3545551966@hiddenroad.com,AccountType.MAIN,USDT,0.0,0.0,0.0,96943.32393562,96955.75205841684,1.00012819988311,-96943.32393562
BINANCE,BINANCE,hrp3545551966@hiddenroad.com,AccountType.UMFUTURE,USDT,0.0,0.0,0.0,54988.82655028,54995.8761114161,1.00012819988311,-54988.82655028
BINANCE,BINANCE,hrp5402380163@hiddenroad.com,AccountType.MAIN,FTM,0.0,0.0,0.0,20672.6324,27518.734458596224,1.33116740655613,-20672.6324
BINANCE,BINANCE,hrp5402380163@hiddenroad.com,AccountType.MAIN,USDT,0.0,0.0,0.0,61265.46963169,61273.32385773546,1.00012819988311,-61265.46963169
BINANCE,BINANCE,hrp5402380163@hiddenroad.com,AccountType.UMFUTURE,USDT,0.0,0.0,0.0,48940.13150377,48946.40562290817,1.00012819988311,-48940.13150377
BINANCE,BINANCE,hrp6275908425@hiddenroad.com,AccountType.MAIN,USDT,0.0,0.0,0.0,99992.01260305,100004.83156737764,1.00012819988311,-99992.01260305
BINANCE,BINANCE,hrp6275908425@hiddenroad.com,AccountType.UMFUTURE,USDT,0.0,0.0,0.0,52000.19497994,52006.86139885813,1.00012819988311,-52000.19497994
BINANCE,BINANCE,hrp6288707550@hiddenroad.com,AccountType.UMFUTURE,USDT,0.0,0.0,0.0,3197.7179322,3198.127879265127,1.00012819988311,-3197.7179322
BINANCE,BINANCE,hrp7241630876@hiddenroad.com,AccountType.MAIN,LUNA,0.0,0.0,0.0,457.43,38997.89885402031,85.2543533524699,-457.43
BINANCE,BINANCE,hrp7241630876@hiddenroad.com,AccountType.MAIN,USDT,0.0,0.0,0.0,57083.76802748,57091.0861598686,1.00012819988311,-57083.76802748
BINANCE,BINANCE,hrp7241630876@hiddenroad.com,AccountType.UMFUTURE,USDT,0.0,0.0,0.0,54651.11438522,54658.12065169601,1.00012819988311,-54651.11438522
BINANCE,BINANCE,hrp8543046462@hiddenroad.com,AccountType.MAIN,BTC,0.0,0.0,0.0,0.00029988,11.568565522167624,38577.3160002922,-0.00029988
BINANCE,BINANCE,hrp8543046462@hiddenroad.com,AccountType.MAIN,USDT,0.0,0.0,0.0,986.83052026,986.9570318173468,1.00012819988311,-986.83052026
BINANCE,BINANCE,hrp8554627694@hiddenroad.com,AccountType.UMFUTURE,USDT,0.0,0.0,0.0,11760.83280492,11762.340542310869,1.00012819988311,-11760.83280492
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.MAIN,USDT,1.9358,1.936446926031555,1.00033419053185,0.75189526,0.7519916528844429,1.00012819988311,1.18390474
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.UMFUTURE,BNB,17.58164821,8237.925316135084,468.552505302066,11.77195753,4499.824007145897,382.24942586468,5.809690680000001
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.UMFUTURE,USDT,489721.13416683,489884.79433311534,1.00033419053185,915964.66845506,916082.0950184888,1.00012819988311,-426243.53428823
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,ADA,4755.7,6413.787150081324,1.34865259584947,1957.8,1558.1638114351122,0.795874865377011,2797.8999999999996
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,BNB,1.0,468.552505302066,468.552505302066,0.99928714,381.9769355389581,382.24942586468,0.0007128600000000374
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,BTC,0.02501,1042.8071106936477,41695.6061852718,0.00135,52.07937660039448,38577.3160002922,0.02366
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,ETH,0.0506,157.71586067293993,3116.91424254822,0.0016,4.1007265106253605,2562.95406914085,0.049
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,USDT,4570.9761167,4572.503693639513,1.00033419053185,9926.51187272,9927.784450381772,1.00012819988311,-5355.535756020001
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.UMFUTURE,USDT,12000.6782948,12004.6888078619,1.00033419053185,11393.33546214,11394.79608641448,1.00012819988311,607.3428326600006
BINANCE,BINANCE,hrp_27598530461@hiddenroad.com,AccountType.CMFUTURE,BTC,0.0,0.0,0.0,0.001,38.5773160002922,38577.3160002922,-0.001
BINANCE,BINANCE,hrp_27598530461@hiddenroad.com,AccountType.MAIN,USDT,0.0,0.0,0.0,15.0,15.00192299824665,1.00012819988311,-15.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,AAVE,0.0,0.0,0.0,11.308,1383.185803291171,122.31922561825,-11.308
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ADA,0.0,0.0,0.0,932.1,741.834962017912,0.795874865377011,-932.1
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ALGO,0.0,0.0,0.0,262.0,192.4355339506645,0.734486770804063,-262.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ATOM,0.0,0.0,0.0,37.06,1032.2360863429765,27.8531054059087,-37.06
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,AVAX,0.0,0.0,0.0,170.57,12570.41858935554,73.6965386020727,-170.57
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,AXS,0.0,0.0,0.0,2.03,94.36036796394876,46.4829398837186,-2.03
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,BAT,0.0,0.0,0.0,1892.0,1226.9074743688902,0.648471180956073,-1892.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,BCH,0.0,0.0,0.0,4.505,1276.5911790417797,283.372070819485,-4.505
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,BNB,0.0,0.0,0.0,1.66002357,634.5430565543364,382.24942586468,-1.66002357
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,BTC,0.0,0.0,0.0,1.22707,47337.06714447856,38577.3160002922,-1.22707
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,CAKE,0.0,0.0,0.0,38.93,232.36664756052213,5.96883245724434,-38.93
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,CHZ,0.0,0.0,0.0,2775.0,536.1398745496576,0.193203558396273,-2775.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,COMP,0.0,0.0,0.0,14.952,1557.2512169423812,104.150027885392,-14.952
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,COTI,0.0,0.0,0.0,46.0,0.0,0.0,-46.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,CRV,0.0,0.0,0.0,81.7,168.32330202485684,2.06026073469837,-81.7
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,DASH,0.0,0.0,0.0,8.772,781.1788197129995,89.0536730178978,-8.772
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,DOGE,0.0,0.0,0.0,8825.0,1028.7153338220728,0.116568309781538,-8825.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,DOT,0.0,0.0,0.0,29.85,506.5869837169912,16.971088231725,-29.85
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,EGLD,0.0,0.0,0.0,9.33,1218.200326277226,130.5680949922,-9.33
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ENJ,0.0,0.0,0.0,789.1,1047.112540003324,1.32697065011193,-789.1
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,EOS,0.0,0.0,0.0,195.3,383.0260345113612,1.96121881470231,-195.3
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ETC,0.0,0.0,0.0,80.38,2107.4012158272835,26.2179797938204,-80.38
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ETH,0.0,0.0,0.0,1.9887,5096.9467573004085,2562.95406914085,-1.9887
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,FIL,0.0,0.0,0.0,56.63,1013.3950272132726,17.8950207878028,-56.63
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,FLOW,0.0,0.0,0.0,137.71,785.3911293977004,5.70322510636628,-137.71
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,FTM,0.0,0.0,0.0,959.0,1276.589542887329,1.33116740655613,-959.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,FTT,0.0,0.0,0.0,3.4,137.39468341754537,40.4102010051604,-3.4
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,GRT,0.0,0.0,0.0,7728.0,2617.847891818912,0.338748433206381,-7728.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,HBAR,0.0,0.0,0.0,54808.0,11145.437984754888,0.203354218084128,-54808.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,HNT,0.0,0.0,0.0,0.4,0.0,0.0,-0.4
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ICP,0.0,0.0,0.0,2.08,34.91119749054205,16.7842295627606,-2.08
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,IMX,0.0,0.0,0.0,3.81,0.0,0.0,-3.81
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,KLAY,0.0,0.0,0.0,700.9,779.8548766808557,1.11264784802519,-700.9
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,KNC,0.0,0.0,0.0,0.6,0.0,0.0,-0.6
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,KSM,0.0,0.0,0.0,0.062,0.0,0.0,-0.062
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,LINK,0.0,0.0,0.0,23.76,309.209294592518,13.0138592000218,-23.76
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,LRC,0.0,0.0,0.0,102.0,74.31484437197275,0.728576905607576,-102.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,LTC,0.0,0.0,0.0,10.697,1065.60154521462,99.6168594198953,-10.697
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,LUNA,0.0,0.0,0.0,0.06,5.115261201148194,85.2543533524699,-0.06
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,MANA,0.0,0.0,0.0,122.0,290.949973490393,2.38483584828191,-122.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,MATIC,0.0,0.0,0.0,717.1,1035.4844798928225,1.44398895536581,-717.1
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,MKR,0.0,0.0,0.0,1.662,2888.6162611193754,1738.03625819457,-1.662
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,NEAR,0.0,0.0,0.0,19.3,186.5748930051706,9.66709290182231,-19.3
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,NEO,0.0,0.0,0.0,54.8,1113.156270110397,20.3130706224525,-54.8
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,RNDR,0.0,0.0,0.0,5.21,0.0,0.0,-5.21
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ROSE,0.0,0.0,0.0,6291.7,1369.8411900127396,0.21772194955461,-6291.7
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SAND,0.0,0.0,0.0,29.0,81.77790291271255,2.81992768664526,-29.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SHIB,0.0,0.0,0.0,47575795.0,1092.5467406565333,2.29643401787933e-05,-47575795.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SOL,0.0,0.0,0.0,23.06,1893.0260712811137,82.0913300642287,-23.06
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SPELL,0.0,0.0,0.0,396.0,0.0,0.0,-396.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,STX,0.0,0.0,0.0,484.1,512.2954552298592,1.0582430391032,-484.1
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,SUSHI,0.0,0.0,0.0,235.8,672.0225919123278,2.84996858317357,-235.8
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,THETA,0.0,0.0,0.0,265.7,752.3678590354702,2.8316441815411,-265.7
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,TRU,0.0,0.0,0.0,11.0,0.0,0.0,-11.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,TRX,0.0,0.0,0.0,7239.8,437.40896344669005,0.0604172716714122,-7239.8
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,UNFI,0.0,0.0,0.0,1.5,0.0,0.0,-1.5
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,UNI,0.0,0.0,0.0,80.62,702.7123327436968,8.71635242797937,-80.62
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,USDT,0.0,0.0,0.0,374603.69070985,374651.7148592116,1.00012819988311,-374603.69070985
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,VET,0.0,0.0,0.0,842.1,38.89032512500531,0.0461825497268796,-842.1
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,XEM,0.0,0.0,0.0,707.0,66.64506993356565,0.0942645967942937,-707.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,XLM,0.0,0.0,0.0,8452.0,1435.456281784618,0.169836285114129,-8452.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,XRP,0.0,0.0,0.0,358.0,257.3086510717865,0.718739248803873,-358.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,XTZ,0.0,0.0,0.0,36.6,108.35057202314904,2.96039814270899,-36.6
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,YFI,0.0,0.0,0.0,0.00048,9.206040583975824,19179.2512166163,-0.00048
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,YFII,0.0,0.0,0.0,0.0031,0.0,0.0,-0.0031
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.MAIN,ZEN,0.0,0.0,0.0,0.12,0.0,0.0,-0.12
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.UMFUTURE,BNB,0.0,0.0,0.0,0.03451799,13.194481859502766,382.24942586468,-0.03451799
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.UMFUTURE,BTC,0.0,0.0,0.0,5.0,192886.580001461,38577.3160002922,-5.0
BINANCE,BINANCE,hrp_27598530462@hiddenroad.com,AccountType.UMFUTURE,USDT,0.0,0.0,0.0,614653.27216987,614732.0706475154,1.00012819988311,-614653.27216987
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,AAVE,0.0,0.0,0.0,8.49,1038.4902254989424,122.31922561825,-8.49
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ADA,0.0,0.0,0.0,1080.5,859.9427920398604,0.795874865377011,-1080.5
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ALGO,0.0,0.0,0.0,487.0,357.6950573815787,0.734486770804063,-487.0
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ARPA,0.0,0.0,0.0,55.9,0.0,0.0,-55.9
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,ATOM,0.0,0.0,0.0,20.33,566.2536329021239,27.8531054059087,-20.33
BINANCE,BINANCE,hrp_27598530463@hiddenroad.com,AccountType.MAIN,AVAX,0.0,0.0,0.0,155.4,11452.4420987621,73.6965386020727,-155.4
