party,venue,account_name,account_type,asset,amount,amount_usd,conv_rate,amount_old,amount_usd_old,conv_rate_old,diff
BINANCE,BINANCE,hcdigital@hiddenroad.com,AccountType.UMFUTURE,USDT,634854.42513574,635066.5874737233,1.00033419053185,651029.72131667,651113.1832508439,1.00012819988311,-16175.296180929989
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.MAIN,USDT,1.9358,1.936446926031555,1.00033419053185,0.75189526,0.7519916528844429,1.00012819988311,1.18390474
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.UMFUTURE,BNB,17.58164821,8237.925316135084,468.552505302066,11.77195753,4499.824007145897,382.24942586468,5.809690680000001
BINANCE,BINANCE,hrp_02203487751@hiddenroad.com,AccountType.UMFUTURE,USDT,489721.13416683,489884.79433311534,1.00033419053185,915964.66845506,916082.0950184888,1.00012819988311,-426243.53428823
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,ADA,4755.7,6413.787150081324,1.34865259584947,1957.8,1558.1638114351122,0.795874865377011,2797.8999999999996
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,BNB,1.0,468.552505302066,468.552505302066,0.99928714,381.9769355389581,382.24942586468,0.0007128600000000374
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,BTC,0.02501,1042.8071106936477,41695.6061852718,0.00135,52.07937660039448,38577.3160002922,0.02366
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,ETH,0.0506,157.71586067293993,3116.91424254822,0.0016,4.1007265106253605,2562.95406914085,0.049
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.MAIN,USDT,4570.9761167,4572.503693639513,1.00033419053185,9926.51187272,9927.784450381772,1.00012819988311,-5355.535756020001
BINANCE,BINANCE,hrp_02203487752@hiddenroad.com,AccountType.UMFUTURE,USDT,12000.6782948,12004.6888078619,1.00033419053185,11393.33546214,11394.79608641448,1.00012819988311,607.3428326600006
BINANCE,BINANCE,hrp_31005948301@hiddenroad.com,AccountType.MAIN,BTC,5.4e-06,0.2251562734004677,41695.6061852718,5.4e-06,0.2083175064015779,38577.3160002922,0.0
BINANCE,BINANCE,hrp_31005948301@hiddenroad.com,AccountType.MAIN,SHIB,327304655.48,9041.876960545203,2.76252623027469e-05,327268655.48,7515.508734299026,2.29643401787933e-05,36000.0
BINANCE,BINANCE,hrp_31005948301@hiddenroad.com,AccountType.MAIN,USDT,9998.90321743,10002.244756214148,1.00033419053185,10001.96760662,10003.24985769804,1.00012819988311,-3.064389190001748
BINANCE,BINANCE,hrp_31005948301@hiddenroad.com,AccountType.UMFUTURE,USDT,79516.25251503,79542.82609374872,1.00033419053185,79499.78706378,79509.97892718884,1.00012819988311,16.465451250012848
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,ADA,73.5,99.12596579493604,1.34865259584947,2.2,1.7509247038294244,0.795874865377011,71.3
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,BTC,0.00458,190.9658763285448,41695.6061852718,0.71472,27571.979291728843,38577.3160002922,-0.71014
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,BUSD,64199.5673444,64202.63025911702,1.0000477092735,43115.33698701,43111.12773302912,0.999902372235148,21084.23035739
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,DOT,1.52,36.71748321362464,24.156238956332,0.14,2.3759523524415,16.971088231725,1.38
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,ETC,4.49,142.581394977791,31.7553218213343,0.07,1.835258585567428,26.2179797938204,4.42
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,ETH,0.1395,434.8095368354768,3116.91424254822,24.9136,63852.41249694748,2562.95406914085,-24.774099999999997
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,EUR,9715.4367813,11021.70095372879,1.13445243912688,4657.09084397,5076.81010540438,1.09012477434874,5058.345937330001
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,FIL,0.26,7.272358475965128,27.9706095229428,56.76,1015.7213799156868,17.8950207878028,-56.5
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,LINK,0.37,8.048824677107334,21.7535802083982,0.31,4.034296352006758,13.0138592000218,0.06
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,LTC,0.036,4.93080526827486,136.966813007635,0.036,3.586206939116231,99.6168594198953,0.0
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,OMG,1.4,7.753466990131687,5.53819070723692,58.6,221.12192278027212,3.77341165154048,-57.2
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,USDT,170769.9544075,170827.02410938742,1.00033419053185,61660.35935117,61668.26420203134,1.00012819988311,109109.59505632998
BINANCE,BINANCE,hrp_40120581901@hiddenroad.com,AccountType.MAIN,XRP,39.0,28.821467529621238,0.739011987939006,9777.0,7027.113635555466,0.718739248803873,-9738.0
BINANCE,BINANCE,hrp_52359464322@hiddenroad.com,AccountType.CMFUTURE,ETH,29.84430188,93022.12958868062,3116.91424254822,116.94081888,299713.94759715913,2562.95406914085,-87.09651699999999
BINANCE,BINANCE,hrp_52359464322@hiddenroad.com,AccountType.UMFUTURE,BNB,12.22256335,5726.912678855712,468.552505302066,30.05738143,11489.416794613197,382.24942586468,-17.834818079999998
BINANCE,BINANCE,hrp_52359464322@hiddenroad.com,AccountType.UMFUTURE,BUSD,84966.8707855,84970.92449317675,1.0000477092735,155422.09924324,155406.92573108227,0.999902372235148,-70455.22845774
BINANCE,BINANCE,hrp_52359464322@hiddenroad.com,AccountType.UMFUTURE,USDT,97472.25144124,97504.82574478976,1.00033419053185,255392.13700417,255424.87824628115,1.00012819988311,-157919.88556293002
BINANCE,BINANCE,hrp_73561750881@hiddenroad.com,AccountType.MAIN,USDT,20000000.0,20006683.810637,1.00033419053185,6066599.05546389,6067376.792753675,1.00012819988311,13933400.94453611
BINANCE,BINANCE,hrp_85292747371@hiddenroad.com,AccountType.MAIN,USDT,2004475.9045,2005145.781368605,1.00033419053185,0.0697,0.0697089355318527,1.00012819988311,2004475.8347999998
BINANCE,BINANCE,hrp_85292747372@hiddenroad.com,AccountType.MAIN,BUSD,1740578.7745,1740661.816248801,1.0000477092735,797369.2626,797291.4172211307,0.999902372235148,943209.5119
BINANCE,BINANCE,hrp_85292747372@hiddenroad.com,AccountType.MAIN,USDC,264663.91,264631.85562323144,0.999878886483735,1215556.0,1215226.6487352643,0.999729052989138,-950892.0900000001
BINANCE,BINANCE,hrp_85292747373@hiddenroad.com,AccountType.MAIN,BTC,1.94232413,80986.38200863067,41695.6061852718,1.90108955,73338.9323152033,38577.3160002922,0.04123458000000002
BINANCE,BINANCE,hrp_85292747373@hiddenroad.com,AccountType.MAIN,USDT,120.7699768,120.81033698277828,1.00033419053185,120.7699768,120.78545949690894,1.00012819988311,0.0
BINANCE,BINANCE,hrp_85292747373@hiddenroad.com,AccountType.MAIN,WBTC,0.00118632,49.4756665971176,41705.1609996608,0.09541632,3681.7383439553632,38586.0442317977,-0.09423
BINANCE,BINANCE,hrp_85292747374@hiddenroad.com,AccountType.MAIN,ADA,88.5,119.3557547326781,1.34865259584947,2.2,1.7509247038294244,0.795874865377011,86.3
BINANCE,BINANCE,hrp_85292747374@hiddenroad.com,AccountType.MAIN,BTC,0.00355421,148.19494045975486,41695.6061852718,0.56274421,21709.16121650479,38577.3160002922,-0.55919
BINANCE,BINANCE,hrp_85292747374@hiddenroad.com,AccountType.MAIN,BUSD,10886.6335264,10887.152919776408,1.0000477092735,5832.48593869,5831.916526124275,0.999902372235148,5054.147587710001
BINANCE,BINANCE,hrp_85292747374@hiddenroad.com,AccountType.MAIN,ETH,0.077,240.00239667621292,3116.91424254822,3.9699,10174.67135908226,2562.95406914085,-3.8929
BINANCE,BINANCE,hrp_85292747374@hiddenroad.com,AccountType.MAIN,USDT,66177.19582915,66199.31162142048,1.00033419053185,28792.16673885,28795.857891260403,1.00012819988311,37385.029090300006
BINANCE,BINANCE,hrp_87335660061@hiddenroad.com,AccountType.UMFUTURE,USDT,1499.87553516,1500.3767793628035,1.00033419053185,1500.41416435,1500.6065172704862,1.00012819988311,-0.5386291899999378
BINANCE,BINANCE,hrp_95778950331@hiddenroad.com,AccountType.MAIN,BTC,0.74843996,31206.65782548058,41695.6061852718,6.2e-06,0.2391793592018116,38577.3160002922,0.7484337600000001
BINANCE,BINANCE,hrp_95778950331@hiddenroad.com,AccountType.MAIN,BUSD,48169.17373712,48171.471853404095,1.0000477092735,,,,
BINANCE,BINANCE,hrp_95778950331@hiddenroad.com,AccountType.MAIN,ETH,10.0845,31432.52167897753,3116.91424254822,9e-05,0.2306658662226765,2562.95406914085,10.08441
BINANCE,BINANCE,hrp_95778950331@hiddenroad.com,AccountType.MAIN,EUR,41244.745202,46790.20179557558,1.13445243912688,34497.27442161,37606.33349450417,1.09012477434874,6747.470780389995
BINANCE,BINANCE,hrp_95778950331@hiddenroad.com,AccountType.MAIN,USDT,0.218628,0.2187010634075972,1.00033419053185,,,,
BINANCE,BINANCE,hrp_95778950331@hiddenroad.com,AccountType.UMFUTURE,USDT,40146.61768501,40160.03430452613,1.00033419053185,51806.31783796,51812.95940185119,1.00012819988311,-11659.700152949998
BINANCE,BINANCE,hrp_95778950332@hiddenroad.com,AccountType.MAIN,BTC,0.65944,27495.75054281564,41695.6061852718,,,,
BINANCE,BINANCE,hrp_95778950332@hiddenroad.com,AccountType.MAIN,BUSD,49144.16487808,49146.50951048311,1.0000477092735,,,,
BINANCE,BINANCE,hrp_95778950332@hiddenroad.com,AccountType.MAIN,ETH,9.4373,29415.25478120032,3116.91424254822,9.36e-05,0.2398925008715835,2562.95406914085,9.4372064
BINANCE,BINANCE,hrp_95778950332@hiddenroad.com,AccountType.MAIN,EUR,45258.11976415,51343.18435673642,1.13445243912688,32268.92072275,35177.14992136523,1.09012477434874,12989.199041399996
BINANCE,BINANCE,hrp_95778950332@hiddenroad.com,AccountType.MAIN,USDT,0.2416,0.2416807404324949,1.00033419053185,,,,
BINANCE,BINANCE,hrp_95778950332@hiddenroad.com,AccountType.UMFUTURE,USDT,40146.44586332,40159.86242541495,1.00033419053185,51870.65675812,51877.306570253226,1.00012819988311,-11724.210894800002
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,ADA,8036.784,10838.829603881486,1.34865259584947,,,,
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,DOT,301.311712,7278.557715413488,24.156238956332,0.008652,0.1468338553808847,16.971088231725,301.30306
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,ETH,4.01751308,12522.243738675765,3116.91424254822,6.976e-05,0.1787916758632657,2562.95406914085,4.01744332
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,FIL,60.27588,1685.9531031317576,27.9706095229428,0.005692,0.1018584583241735,17.8950207878028,60.270188
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,LINK,301.3794,6556.080951058924,21.7535802083982,0.005132,0.0667871254145118,13.0138592000218,301.374268
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,LTC,30.13794,4127.897592415324,136.966813007635,0.00057,0.0567816098693403,99.6168594198953,30.13737
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,OMG,602.87096,3338.8143483350004,5.53819070723692,0.09244,0.3488141730684019,3.77341165154048,602.77852
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,USDT,104283.69876321,104318.54938796296,1.00033419053185,29593.27523231,29597.069086735624,1.00012819988311,74690.4235309
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.MAIN,XRP,7832.5708,5788.363717581011,0.739011987939006,0.284,0.2041219466602999,0.718739248803873,7832.286800000001
BINANCE,BINANCE,hrp_95778950333@hiddenroad.com,AccountType.UMFUTURE,USDT,40031.26607974,40044.64414984181,1.00033419053185,49100.34775854,49106.64241738331,1.00012819988311,-9069.081678800001
BINANCE,BINANCE,makesense@hiddenroad.com,AccountType.CMFUTURE,BTC,4.05039309,168883.59517618615,41695.6061852718,10.26093416,395839.2995485128,38577.3160002922,-6.21054107
BINANCE,BINANCE,makesense@hiddenroad.com,AccountType.CMFUTURE,ETH,5.751e-05,0.1792537380889481,3116.91424254822,5.751e-05,0.1473954885162903,2562.95406914085,0.0
BINANCE,BINANCE,makesense@hiddenroad.com,AccountType.UMFUTURE,BNB,13.55496954,6351.2149372601925,468.552505302066,5.29e-06,0.0020220994628241,382.24942586468,13.55496425
BINANCE,BINANCE,makesense@hiddenroad.com,AccountType.UMFUTURE,BUSD,88070.95740371,88075.15920510418,1.0000477092735,233283.39091639,233260.6159803577,0.999902372235148,-145212.43351268
BINANCE,BINANCE,makesense@hiddenroad.com,AccountType.UMFUTURE,USDT,157441.30440946,157493.91980271574,1.00033419053185,301694.83581382,301733.5130565062,1.00012819988311,-144253.53140436002
BINANCE,BINANCE,odumgroup2@hiddenroad.com,AccountType.MAIN,BUSD,15000.0,15000.7156391025,1.0000477092735,15000.0,14998.53558352722,0.999902372235148,0.0
BINANCE,BINANCE,odumgroup2@hiddenroad.com,AccountType.MARGIN,BUSD,15000.0,15000.7156391025,1.0000477092735,,,,
BINANCE,BINANCE,odumgroup3@hiddenroad.com,AccountType.MAIN,USDT,5000.0,5001.670952659249,1.00033419053185,,,,
BINANCE,BINANCE,odumgroup3@hiddenroad.com,AccountType.MARGIN,USDT,5000.0,5001.670952659249,1.00033419053185,,,,
BINANCE,BINANCE,odumgroup@hiddenroad.com,AccountType.MARGIN,BNB,0.45859992,214.87814144732704,468.552505302066,0.07983723,30.517735330126406,382.24942586468,0.37876269
BINANCE,BINANCE,odumgroup@hiddenroad.com,AccountType.MARGIN,BTC,0.01445516,602.7166587050934,41695.6061852718,0.05986316,2309.360040096052,38577.3160002922,-0.045408
BINANCE,BINANCE,odumgroup@hiddenroad.com,AccountType.MARGIN,BUSD,19116.1023054,19117.014320753144,1.0000477092735,12938.51703605,12937.253877551271,0.999902372235148,6177.58526935
BINANCE,BINANCE,odumgroup@hiddenroad.com,AccountType.MARGIN,USDC,33616.1456372,33612.074267598604,0.999878886483735,11436.17282131,11433.074224468364,0.999729052989138,22179.972815890003
BINANCE,BINANCE,odumgroup@hiddenroad.com,AccountType.MARGIN,USDT,4649.0004896,4650.55414154619,1.00033419053185,79432.31998214,79442.50319627687,1.00012819988311,-74783.31949254
BINANCE,BINANCE,odumgroup@hiddenroad.com,AccountType.UMFUTURE,USDT,595.66686809,595.8659343174523,1.00033419053185,32764.27487989,32768.47525609979,1.00012819988311,-32168.6080118
BINANCE,BINANCE,selini10@hiddenroad.com,AccountType.MAIN,USDT,50000.0,50016.709526592495,1.00033419053185,76991.69769488,77001.56802152492,1.00012819988311,-26991.69769488
BINANCE,BINANCE,selini10@hiddenroad.com,AccountType.UMFUTURE,USDT,49754.67790559,49771.30544786129,1.00033419053185,64683.29177296,64691.58416340446,1.00012819988311,-14928.613867370004
BINANCE,BINANCE,selini1@hiddenroad.com,AccountType.CMFUTURE,BTC,0.06753864,2816.064535728845,41695.6061852718,0.24669716,9516.914297694646,38577.3160002922,-0.17915852
BINANCE,BINANCE,selini1@hiddenroad.com,AccountType.MAIN,USDT,90045.55324312,90075.64561444904,1.00033419053185,48666.12750123,48672.36649308707,1.00012819988311,41379.425741889994
BINANCE,BINANCE,selini1@hiddenroad.com,AccountType.UMFUTURE,USDT,50052.41671026,50069.14375402077,1.00033419053185,54460.99173647,54467.97362924467,1.00012819988311,-4408.575026210005
BINANCE,BINANCE,selini2@hiddenroad.com,AccountType.MAIN,USDT,80000.0,80026.73524254799,1.00033419053185,66646.56636182,66655.11044383727,1.00012819988311,13353.433638179995
BINANCE,BINANCE,selini2@hiddenroad.com,AccountType.UMFUTURE,USDT,50119.43587422,50136.18531515082,1.00033419053185,62807.42695995,62815.4788647447,1.00012819988311,-12687.991085729998
BINANCE,BINANCE,selini3@hiddenroad.com,AccountType.MAIN,USDT,60000.0,60020.05143191099,1.00033419053185,85430.51464227,85441.46682426117,1.00012819988311,-25430.514642270005
BINANCE,BINANCE,selini3@hiddenroad.com,AccountType.UMFUTURE,USDT,51600.38733033,51617.63169121558,1.00033419053185,61942.70217696,61950.64322413861,1.00012819988311,-10342.314846630004
BINANCE,BINANCE,selini4@hiddenroad.com,AccountType.MAIN,USDT,100000.0,100033.419053185,1.00033419053185,72339.58841191,72348.86233868862,1.00012819988311,27660.411588090006
BINANCE,BINANCE,selini4@hiddenroad.com,AccountType.UMFUTURE,USDT,49574.69712461,49591.26451900837,1.00033419053185,50763.47983692,50769.98770910135,1.00012819988311,-1188.7827123099996
BINANCE,BINANCE,selini5@hiddenroad.com,AccountType.MAIN,USDT,60000.0,60020.05143191099,1.00033419053185,47982.74149724,47988.89287909124,1.00012819988311,12017.25850276
BINANCE,BINANCE,selini5@hiddenroad.com,AccountType.UMFUTURE,USDT,51009.94783276,51026.99487435587,1.00033419053185,68266.7112892,68275.46307360758,1.00012819988311,-17256.76345644
BINANCE,BINANCE,selini6@hiddenroad.com,AccountType.MAIN,USDT,60000.0,60020.05143191099,1.00033419053185,55186.58768162,55193.662595710026,1.00012819988311,4813.412318379997
BINANCE,BINANCE,selini6@hiddenroad.com,AccountType.UMFUTURE,USDT,50375.74974096,50392.584839558265,1.00033419053185,69867.67913314,69876.63616143803,1.00012819988311,-19491.929392180005
BINANCE,BINANCE,selini7@hiddenroad.com,AccountType.MAIN,USDT,80000.0,80026.73524254799,1.00033419053185,60568.56234482,60576.32722743275,1.00012819988311,19431.43765518
BINANCE,BINANCE,selini7@hiddenroad.com,AccountType.UMFUTURE,USDT,52093.80757366,52111.216830919126,1.00033419053185,57511.52212563,57518.89509604398,1.00012819988311,-5417.714551969999
BINANCE,BINANCE,selini8@hiddenroad.com,AccountType.MAIN,USDT,60000.0,60020.05143191099,1.00033419053185,111461.25009388,111475.53941311332,1.00012819988311,-51461.25009387999
BINANCE,BINANCE,selini8@hiddenroad.com,AccountType.UMFUTURE,USDT,49789.52337045,49806.16255774572,1.00033419053185,50882.7105943,50889.23375185051,1.00012819988311,-1093.18722385
BINANCE,BINANCE,selini9@hiddenroad.com,AccountType.MAIN,USDT,110000.0,110036.7609585035,1.00033419053185,54467.68719702,54474.66994815193,1.00012819988311,55532.31280298
BINANCE,BINANCE,selini9@hiddenroad.com,AccountType.UMFUTURE,USDT,49978.86273904,49995.565201760015,1.00033419053185,77894.49811687,77904.48418242349,1.00012819988311,-27915.635377830004
CITASHK,BINANCE,hrp_87335660061@hiddenroad.com,AccountType.UMFUTURE,USDT,1499.87553516,1500.3767793628035,1.00033419053185,1500.41416435,1500.6065172704862,1.00012819988311,-0.5386291899999378
CITASHK,HRP,Main Account,AccountType.MAIN,BNB,0.0,0.0,,-0.0999999999999996,-38.22494258646786,,0.0999999999999996
CITASHK,HRP,Main Account,AccountType.MAIN,USD,4998.974929277163,4998.974929277163,,4987.073418659923,4987.073418659923,,11.901510617240092
CITASHK,HRP,Main Account,AccountType.MAIN,USDT,-1500.0,-1500.501285797775,,-1500.0,-1500.192299824665,,0.0
COINBASE_PRIME,COINBASE_PRIME,RADKLKY1,AccountType.MAIN,USDC,9995.666886358908,9994.456275994888,0.999878886483735,3.589075e-07,3.588102550856991e-07,0.999729052989138,9995.666886
COINBASE_PRIME,COINBASE_PRIME,hrp_main,AccountType.MAIN,BTC,0.02306569,961.737926631562,41695.6061852718,0.02306569,889.8124118947799,38577.3160002922,0.0
COINBASE_PRIME,COINBASE_PRIME,hrp_main,AccountType.MAIN,USD,0.71400974862516,0.71400974862516,1.0,0.71400974862516,0.71400974862516,1.0,0.0
COINBASE_PRIME,COINBASE_PRIME,hrp_main,AccountType.MAIN,USDC,40000.0,39995.1554593494,0.999878886483735,49995.666886,49982.12070950119,0.999729052989138,-9995.666885999999
COINBASE_PRIME,COINBASE_PRIME,hrp_main,AccountType.MAIN,USDT,49892.97681496043,49909.65057541779,1.00033419053185,49892.97681496043,49899.37308875612,1.00012819988311,0.0
DAM24GB,FTX,DAM24GB1,AccountType.UNIVERSAL,USD,0.1412,0.1412,1.0,0.1412,0.1412,1.0,0.0
DAM24GB,FTX,DAM24GB1,AccountType.UNIVERSAL,USDT,250000.0,250083.5476329625,1.00033419053185,,,,
DAM24GB,HRP,Main Account,AccountType.MAIN,USD,-1479.7123389767287,-1479.7123389767287,,-2374.613960305712,-2374.613960305712,,894.9016213289835
DAM24GB,HRP,Main Account,AccountType.MAIN,USDT,0.0,0.0,,250000.0,250032.0499707775,,-250000.0
FASANLU,BINANCE,fasanara@hiddenroad.com,AccountType.CMFUTURE,BTC,33.36509904,1391178.02990443,41695.6061852718,59.49965996,2295337.184186853,38577.3160002922,-26.134560920000006
FASANLU,BINANCE,fasanara@hiddenroad.com,AccountType.CMFUTURE,ETH,1056.4636139,3292906.4848988736,3116.91424254822,422.47549556,1082785.290457799,2562.95406914085,633.9881183399999
FASANLU,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,BNB,14.20840223,6657.382461205962,468.552505302066,1e-07,3.8224942586468e-05,382.24942586468,14.208402130000001
FASANLU,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,BTC,30.35713995,1265759.3522663815,41695.6061852718,172.18577581,6642465.084177839,38577.3160002922,-141.82863586
FASANLU,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,BUSD,3672482.24751285,3672657.458972821,1.0000477092735,2258.52339827,2258.302903678761,0.999902372235148,3670223.72411458
FASANLU,BINANCE,fasanara@hiddenroad.com,AccountType.MAIN,ETH,615.6884051,1919047.958827988,3116.91424254822,1784.26896558,4572999.405774997,2562.95406914085,-1168.58056048
